ranch,auditorium,big,1
wheelchair,trailer,fast,-1
squirrel,bull,fast,-1
driving,scooting,fast,1
grape,orange,heavy,-1
wheelchair,raft,fast,-1
airplane,ship,fast,1
skiff,flight,fast,-1
monastery,restroom,big,1
jalapeno,sage,heavy,1
scalp,vagina,big,1
abdomen,thumb,big,1
rv,trolley,fast,1
meandering,scooting,fast,1
hotel,nightclub,big,1
insect,crocodile,heavy,-1
telephone,headphone,heavy,1
shrine,caf\u00e9,big,1
toy,duck,heavy,1
grape,jatropha,heavy,0
raccoon,frog,fast,1
perineum,scalp,big,-1
router,headset,heavy,1
dog,alligator,heavy,-1
auditorium,monastery,big,-1
ankle,skin,big,-1
shark,snake,fast,1
galloping,pushing,fast,1
romaine,taro,heavy,1
skin,arse,big,1
office,barn,big,1
helicopter,airship,fast,1
yacht,ute,fast,1
cave,farmhouse,big,1
tummy,ear,big,1
nerve,torso,big,1
barreling,galloping,fast,1
lunging,drifting,fast,-1
lemon,tarragon,heavy,1
groundnut,coriander,heavy,1
wasabi,lavender,heavy,1
pistachio,ginger,heavy,-1
shoulder,retina,big,1
slithering,blowing,fast,-1
capsicum,cucumber,heavy,-1
lodge,shack,big,1
elephant,parrot,heavy,1
riding,trawling,fast,1
spider,peacock,fast,-1
cabin,condo,big,-1
supermarket,office,big,1
goat,deer,heavy,-1
trolley,bmw,fast,-1
carpet,gate,big,1
destroyer,sled,fast,1
jalapeno,blueberry,heavy,1
pepper,palm,heavy,-1
spider,snake,fast,-1
whale,bat,heavy,1
torso,finger,big,1
cucumber,groundnut,heavy,1
alfalfa,tomato,heavy,-1
cord,computer,heavy,-1
peacock,skunk,heavy,1
celery,parsnip,heavy,-1
crawling,cruising,fast,-1
lemur,camel,heavy,-1
thorax,thigh,big,-1
palm,arugula,heavy,1
temple,courthouse,big,-1
room,stadium,big,-1
slithering,diving,fast,-1
cat,carp,heavy,-1
scooter,destroyer,fast,-1
knee,hand,big,-1
scallion,coriander,heavy,1
seat,locker,big,-1
cabinet,tub,big,1
steamboat,camry,fast,-1
restroom,station,big,-1
thorax,elbow,big,1
rectum,throat,big,1
atv,crane,fast,1
rushing,trekking,fast,1
larynx,finger,big,-1
trout,iguana,fast,-1
piano,bathtub,big,1
excavator,rocket,fast,-1
scorpion,shrimp,heavy,1
hobbling,running,fast,-1
tiger,fish,heavy,1
ear,tooth,big,1
tendon,nose,big,-1
bench,entrance,big,-1
pharmacy,tower,big,-1
trolley,ambulance,fast,-1
groin,eyeball,big,1
moose,toy,fast,1
tower,restaurant,big,1
fort,bedroom,big,1
ferry,helicopter,fast,-1
chasing,leaping,fast,1
jaw,stomach,big,-1
otter,sheep,heavy,-1
cotton,alfalfa,heavy,1
crab,parrot,heavy,1
bunny,lemur,heavy,-1
wrist,cheek,big,-1
mustang,rig,fast,1
lunging,strutting,fast,1
condo,mosque,big,1
jalapeno,sesame,heavy,1
drifting,kicking,fast,1
penthouse,ranch,big,-1
forearm,retina,big,1
tablet,telephone,heavy,-1
pizzeria,store,big,-1
winery,cafe,big,1
slithering,waddling,fast,1
condominium,cafe,big,1
boat,mustang,fast,-1
airliner,motorbike,fast,1
muscle,eyeball,big,1
wardrobe,pool,big,-1
shoulder,artery,big,1
celery,parsley,heavy,1
bed,bathtub,big,1
liver,shoulder,big,-1
alfalfa,sesame,heavy,1
jaw,elbow,big,1
gallivanting,meandering,fast,-1
shallot,cacao,heavy,-1
strutting,meandering,fast,-1
townhouse,condominium,big,1
endive,lettuce,heavy,-1
heading,barreling,fast,-1
chest,cheek,big,1
grapevine,chard,heavy,1
spider,peacock,heavy,-1
campsite,condominium,big,-1
strolling,pointing,fast,1
nightclub,stadium,big,-1
canola,leek,heavy,-1
ship,wheelchair,fast,1
motorbike,suv,fast,-1
gallivanting,hobbling,fast,1
parlor,room,big,1
cowpea,grape,heavy,-1
lip,butt,big,-1
ankle,palm,big,-1
groundnut,cacao,heavy,-1
tortoise,dragonfly,fast,-1
kidney,throat,big,0
insect,goat,fast,-1
pigeon,kangaroo,fast,1
thigh,jaw,big,1
lunging,scooting,fast,1
office,cave,big,1
onion,peanut,heavy,1
teeming,gliding,fast,-1
pool,stool,big,1
mansion,garage,big,1
insect,dolphin,fast,-1
turning,strutting,fast,1
laptop,modem,heavy,1
skull,groin,big,1
otter,snake,heavy,1
frog,whale,heavy,-1
camcorder,battery,heavy,1
jeep,wagon,fast,1
trudging,rolling,fast,-1
pushing,backpacking,fast,1
router,printer,heavy,-1
sensor,projector,heavy,-1
leek,carrot,heavy,-1
mustard,basil,heavy,0
marching,blowing,fast,-1
muscle,eyelid,big,1
dongle,speaker,heavy,-1
telephone,dongle,heavy,1
avocado,pear,heavy,0
ambling,whizzing,fast,-1
moving,strutting,fast,1
webcam,handset,heavy,1
crane,cabin,fast,-1
gallivanting,pushing,fast,1
altar,fountain,big,-1
sanctuary,chapel,big,1
neck,eyelid,big,1
carriage,rickshaw,fast,1
basil,pear,heavy,-1
airplane,motorbike,fast,1
microphone,headset,heavy,1
suv,trailer,fast,1
striding,hurrying,fast,-1
town,campground,big,1
adaptor,keyboard,heavy,-1
ambulance,coupe,fast,-1
duplex,gate,big,1
leek,alfalfa,heavy,1
brewery,guesthouse,big,1
router,telephone,heavy,-1
spine,mouth,big,1
lorry,glider,fast,-1
trawling,heading,fast,1
dragon,iguana,heavy,1
skunk,whale,fast,-1
swimming,snorkelling,fast,1
swinging,pointing,fast,-1
disk,handset,heavy,-1
butterfly,carp,heavy,-1
home,resort,big,-1
bedroom,arena,big,-1
sesame,safflower,heavy,-1
tummy,chest,big,1
sesame,celery,heavy,-1
duplex,hostel,big,-1
pea,ginger,heavy,-1
tooth,brain,big,-1
skull,vein,big,-1
sunflower,jalapeno,heavy,1
abdomen,tongue,big,1
camry,carriage,fast,1
controller,camcorder,heavy,-1
cowpea,jalapeno,heavy,-1
rocket,watercraft,fast,1
aircraft,sailboat,fast,1
spine,tract,big,-1
neck,breast,big,1
strawberry,beet,heavy,-1
tooth,artery,big,-1
spine,wrist,big,1
shrine,farm,big,-1
cucumber,parsley,heavy,1
lip,eye,big,1
raspberry,arugula,heavy,1
penthouse,winery,big,-1
lorry,coupe,fast,-1
squid,hippo,fast,-1
ipod,socket,heavy,1
stomping,gliding,fast,-1
tank,skiff,fast,-1
scorpion,poodle,heavy,-1
moping,stepping,fast,-1
steamer,yacht,fast,-1
breast,joint,big,1
ginger,safflower,heavy,1
arena,classroom,big,1
chard,jalapeno,heavy,-1
cord,controller,heavy,-1
jalapeno,peanut,heavy,1
zooming,backpacking,fast,1
wolf,moose,heavy,-1
retina,eyelid,big,-1
liver,tooth,big,1
torso,eyeball,big,1
taro,watermelon,heavy,-1
radish,papaya,heavy,-1
leopard,cheetah,heavy,0
toy,squid,heavy,-1
leaping,barreling,fast,-1
cat,squirrel,fast,1
tower,lobby,big,1
thyme,pear,heavy,-1
truck,carriage,fast,1
cotton,orange,heavy,-1
waddling,scooting,fast,0
cord,laptop,heavy,-1
headphone,socket,heavy,1
iguana,gecko,fast,-1
laptop,tablet,heavy,1
raspberry,parsley,heavy,1
lung,liver,big,1
koala,squirrel,heavy,1
chasing,flying,fast,-1
elephant,whale,fast,-1
basil,sorghum,heavy,-1
cane,tarragon,heavy,1
trolley,ute,fast,-1
motorcycle,schooner,fast,1
camcorder,webcam,heavy,1
rectum,chest,big,-1
grape,radish,heavy,-1
shack,restroom,big,-1
sage,pea,heavy,-1
chandelier,cabinet,big,-1
floating,leaping,fast,-1
deer,insect,heavy,1
manor,synagogue,big,1
eatery,monastery,big,-1
trout,fox,heavy,-1
scanner,computer,heavy,-1
church,plaza,big,-1
whale,deer,heavy,1
clover,alfalfa,heavy,0
romaine,geranium,heavy,1
shrine,palace,big,-1
mustang,yacht,fast,1
kitchen,chalet,big,-1
cherokee,cabin,fast,1
table,mantelpiece,big,1
hippo,tortoise,fast,1
forearm,foot,big,1
head,ventricle,big,1
keyboard,headphone,heavy,1
pickup,lorry,fast,1
crocodile,dragonfly,heavy,1
patio,table,big,1
squid,leopard,fast,-1
taro,lavender,heavy,1
sugarcane,dill,heavy,1
sorghum,cane,heavy,-1
swinging,strolling,fast,1
laptop,speaker,heavy,1
staircase,patio,big,-1
scallion,watermelon,heavy,-1
groundnut,capsicum,heavy,-1
earphone,router,heavy,-1
lung,groin,big,-1
stool,bedside,big,-1
waddling,dashing,fast,-1
ferry,destroyer,fast,1
bird,sheep,fast,1
jatropha,melon,heavy,-1
grape,cotton,heavy,-1
teeth,groin,big,-1
stadium,entrance,big,1
whale,bat,fast,-1
arena,village,big,-1
rolling,trolling,fast,1
toilet,altar,big,-1
sled,train,fast,-1
cottage,campground,big,-1
terrace,counter,big,1
breast,lip,big,1
chasing,hobbling,fast,1
locker,sideboard,big,1
wrist,finger,big,-1
poodle,kangaroo,fast,-1
floating,traversing,fast,1
adapter,ethernet,heavy,1
leek,cherry,heavy,1
perineum,palm,big,-1
cowpea,pistachio,heavy,-1
rolling,swimming,fast,1
avocado,raspberry,heavy,1
squid,shark,heavy,-1
receiver,sensor,heavy,1
tower,cathedral,big,1
bone,groin,big,1
salon,palace,big,-1
shrimp,gecko,heavy,-1
shoulder,hip,big,-1
eye,thigh,big,-1
travelling,lunging,fast,1
gut,lung,big,1
galloping,kicking,fast,-1
alfalfa,watermelon,heavy,-1
cotton,lemon,heavy,1
leek,orange,heavy,-1
liver,throat,big,0
motel,bathroom,big,1
shop,fort,big,-1
station,supermarket,big,1
peacock,squid,heavy,-1
heart,skull,big,-1
lettuce,pistachio,heavy,1
bed,counter,big,1
boar,elephant,fast,1
raspberry,sorghum,heavy,1
fox,crocodile,heavy,-1
palm,spine,big,-1
capsicum,palm,heavy,-1
speeding,throwing,fast,1
squirrel,bull,heavy,-1
transmitter,printer,heavy,-1
rv,snowmobile,fast,-1
papaya,avocado,heavy,1
connector,telephone,heavy,-1
cabin,skiff,fast,-1
saloon,lodge,big,1
lavender,jalapeno,heavy,-1
grape,pear,heavy,-1
speaker,computer,heavy,-1
theater,classroom,big,1
ovary,hand,big,-1
locomotive,sleigh,fast,1
groin,ankle,big,1
kangaroo,hummingbird,fast,-1
computer,socket,heavy,1
goat,squid,heavy,-1
trout,fox,fast,-1
rocket,yacht,fast,1
scanner,pendrive,heavy,1
grape,jalapeno,heavy,-1
butt,perineum,big,1
chalet,hall,big,1
carrot,safflower,heavy,1
cowpea,lime,heavy,-1
caf\u00e9,chalet,big,-1
classroom,fort,big,-1
lunging,running,fast,-1
throwing,whizzing,fast,-1
ear,stomach,big,-1
galloping,jumping,fast,1
lemon,ginger,heavy,1
tablet,cable,heavy,1
joystick,ethernet,heavy,1
manor,bathroom,big,1
camel,dolphin,heavy,-1
trolling,stepping,fast,1
snowmobile,rickshaw,fast,1
pointing,meandering,fast,-1
cruising,pushing,fast,-1
jalapeno,taro,heavy,-1
celery,capsicum,heavy,-1
seat,table,big,-1
office,bedroom,big,1
neck,torso,big,-1
moping,walking,fast,1
tract,larynx,big,1
jalapeno,lemon,heavy,-1
celery,raspberry,heavy,1
ambling,trudging,fast,0
dongle,mic,heavy,-1
hearth,locker,big,-1
shop,winery,big,-1
beet,basil,heavy,1
connector,battery,heavy,-1
rectum,wrist,big,-1
ventricle,tummy,big,-1
courtyard,barn,big,1
bookcase,daybed,big,-1
otter,frog,fast,-1
riding,meandering,fast,1
swinging,galloping,fast,-1
walking,gallivanting,fast,0
garage,townhouse,big,-1
cattle,poodle,fast,-1
belly,skin,big,-1
brewery,lodge,big,1
marching,gliding,fast,-1
poodle,goat,fast,1
stadium,campground,big,1
pea,lime,heavy,-1
arugula,coriander,heavy,1
pepper,blueberry,heavy,1
wardrobe,podium,big,1
kangaroo,boar,heavy,-1
building,campsite,big,1
lime,lemon,heavy,-1
lorry,rickshaw,fast,1
lemur,raccoon,fast,0
lobby,plaza,big,-1
rolling,snorkelling,fast,1
rocket,rickshaw,fast,1
courtyard,bungalow,big,1
townhouse,chapel,big,1
monastery,hall,big,1
romaine,pear,heavy,1
marching,splashing,fast,-1
hair,scalp,big,1
socket,projector,heavy,-1
orange,tarragon,heavy,1
supermarket,cafe,big,1
lodge,monastery,big,-1
tractor,truck,fast,-1
deck,fridge,big,1
lion,dolphin,fast,1
connector,cord,heavy,0
lion,bull,fast,1
armrest,cabinet,big,-1
kitchen,pavilion,big,-1
gate,daybed,big,1
airship,suv,fast,-1
lime,wasabi,heavy,1
galloping,moving,fast,1
gliding,rushing,fast,1
moose,skunk,fast,1
projector,adapter,heavy,1
orange,coriander,heavy,1
brewery,hotel,big,1
sesame,lemon,heavy,-1
wolf,moose,fast,1
raccoon,hippo,heavy,-1
kitchen,duplex,big,-1
barreling,darting,fast,0
wheelchair,forklift,fast,-1
deck,closet,big,1
vein,lip,big,1
camel,dolphin,fast,1
carp,parrot,fast,1
pointing,travelling,fast,-1
canola,thyme,heavy,0
butt,eye,big,1
room,saloon,big,-1
deck,table,big,1
carrot,beet,heavy,-1
steamer,sleigh,fast,1
skull,torso,big,-1
palm,mouth,big,1
bathroom,altar,big,1
dragging,snorkelling,fast,-1
telephone,scanner,heavy,-1
manor,villa,big,-1
cane,carrot,heavy,1
groundnut,blueberry,heavy,-1
breast,leg,big,-1
sesame,pistachio,heavy,-1
courtyard,museum,big,-1
squirrel,pigeon,heavy,-1
ovary,rectum,big,-1
hippo,tortoise,heavy,1
cathedral,chapel,big,1
speaker,ipod,heavy,1
cheek,body,big,-1
sorghum,mustard,heavy,0
daikon,jicama,heavy,1
limo,kayak,fast,1
chest,forearm,big,-1
bunny,hippo,fast,1
synagogue,chapel,big,1
cotton,canola,heavy,1
mantelpiece,ceiling,big,-1
crocodile,poodle,fast,-1
melon,lettuce,heavy,1
laptop,sensor,heavy,1
crane,forklift,fast,1
thyme,chard,heavy,-1
sesame,avocado,heavy,-1
goat,carp,fast,1
laptop,handset,heavy,1
cat,squirrel,heavy,1
shrimp,snake,heavy,-1
jatropha,papaya,heavy,-1
sorghum,alfalfa,heavy,-1
chicory,jalapeno,heavy,1
chest,belly,big,-1
heart,rectum,big,-1
classroom,mansion,big,-1
hostel,manor,big,-1
hurrying,pushing,fast,1
koala,elephant,heavy,-1
elephant,otter,fast,1
camper,motorhome,fast,1
scorpion,toy,heavy,1
melon,strawberry,heavy,1
yacht,rv,fast,-1
papaya,thyme,heavy,1
beet,cane,heavy,-1
bench,seat,big,1
flight,sailboat,fast,1
goat,snake,heavy,1
toilet,sideboard,big,-1
joystick,dongle,heavy,1
cotton,pear,heavy,-1
school,eatery,big,1
cucumber,peanut,heavy,1
tablet,headphone,heavy,1
boutique,townhouse,big,-1
carpet,bedside,big,1
posing,meandering,fast,-1
auditorium,appartment,big,-1
butterfly,fish,heavy,-1
headphone,laptop,heavy,-1
waddling,trawling,fast,-1
closet,mirror,big,1
pea,daikon,heavy,-1
dill,jatropha,heavy,-1
caravan,bmw,fast,-1
pigeon,bat,heavy,1
shoulder,hand,big,-1
microphone,router,heavy,1
peanut,melon,heavy,-1
sage,onion,heavy,-1
lion,bull,heavy,-1
ear,muscle,big,-1
deck,bench,big,1
hippo,sheep,heavy,1
insect,toy,heavy,-1
insect,toy,fast,-1
tarragon,beet,heavy,-1
elbow,mouth,big,-1
marina,condominium,big,1
butt,torso,big,-1
trailer,watercraft,fast,-1
skull,lung,big,1
butterfly,fish,fast,1
retina,liver,big,-1
endive,onion,heavy,-1
cat,boar,heavy,-1
raspberry,bean,heavy,1
scanner,sensor,heavy,1
crane,kayak,fast,1
head,knee,big,1
coriander,cucumber,heavy,-1
arugula,avocado,heavy,-1
papaya,sage,heavy,1
snorkelling,darting,fast,-1
forearm,hand,big,1
pickup,dinghy,fast,1
shrine,gym,big,1
arena,appartment,big,1
crocodile,frog,heavy,1
robot,forklift,fast,1
wagon,sleigh,fast,1
ssd,printer,heavy,-1
joystick,webcam,heavy,1
mustang,truck,fast,1
cathedral,bedroom,big,1
kidney,vagina,big,1
sunflower,radish,heavy,-1
condominium,classroom,big,1
rectum,breast,big,1
ballroom,beach,big,-1
walking,ambling,fast,1
computer,earphone,heavy,1
chicken,frog,heavy,1
sugarcane,raspberry,heavy,1
pub,nightclub,big,-1
keyboard,headset,heavy,1
arm,tendon,big,1
turtle,gorilla,heavy,-1
ventricle,scalp,big,-1
cathedral,nightclub,big,1
kidney,ovary,big,1
salon,office,big,-1
battery,antenna,heavy,-1
hall,caf\u00e9,big,1
ginger,carrot,heavy,-1
cabinet,bench,big,-1
strawberry,avocado,heavy,-1
artery,palm,big,-1
skull,perineum,big,1
sunflower,geranium,heavy,1
onion,pepper,heavy,1
shrine,kitchen,big,1
diner,duplex,big,1
kidney,eye,big,1
pavilion,diner,big,-1
finger,artery,big,-1
plaza,deli,big,1
hippo,moose,fast,-1
crib,podium,big,-1
joint,hair,big,-1
church,apartment,big,-1
kitchen,piano,big,1
leg,thigh,big,1
airship,limo,fast,1
hippo,camel,heavy,1
turtle,goat,heavy,1
snake,bird,heavy,1
groin,tract,big,-1
driving,running,fast,1
thyme,tomato,heavy,-1
kidney,vein,big,-1
belly,ankle,big,1
motorhome,boat,fast,-1
cantaloupe,parsley,heavy,1
closet,room,big,-1
palm,celery,heavy,1
tummy,jaw,big,1
brewery,mosque,big,1
sorghum,pea,heavy,-1
cantaloupe,jicama,heavy,1
camera,earphone,heavy,1
headset,projector,heavy,-1
gliding,waddling,fast,1
wasabi,basil,heavy,1
taro,cilantro,heavy,1
jicama,fennel,heavy,1
motorbike,destroyer,fast,-1
kangaroo,rabbit,heavy,1
arena,plaza,big,1
boutique,lobby,big,-1
restaurant,brewery,big,-1
trout,moose,fast,-1
kidney,palm,big,-1
bathroom,auditorium,big,-1
hut,restaurant,big,-1
crocodile,gecko,fast,-1
diving,traversing,fast,1
lemon,radish,heavy,-1
groundnut,cane,heavy,-1
iguana,gecko,heavy,1
parrot,rhino,fast,-1
arugula,sage,heavy,0
building,duplex,big,1
moping,barreling,fast,-1
brain,elbow,big,1
tavern,fort,big,-1
lung,shoulder,big,1
drifting,trawling,fast,1
swimming,chasing,fast,-1
gecko,poodle,heavy,-1
kitchen,club,big,-1
melon,clover,heavy,1
cable,sensor,heavy,1
ballroom,motel,big,1
raft,mustang,fast,-1
wolf,hummingbird,heavy,1
endive,cherry,heavy,1
ipod,adapter,heavy,-1
peacock,lemur,heavy,1
liver,eyeball,big,1
shack,arena,big,-1
grapevine,leek,heavy,1
chard,jicama,heavy,-1
watercraft,excavator,fast,1
auditorium,home,big,1
elbow,tract,big,-1
fish,rhino,heavy,-1
headphone,joystick,heavy,-1
campsite,appartment,big,1
cowpea,melon,heavy,-1
pistachio,mint,heavy,1
firing,darting,fast,1
shallot,jicama,heavy,-1
transmitter,telephone,heavy,-1
trout,moose,heavy,-1
squid,hippo,heavy,-1
cathedral,bookstore,big,1
headphone,router,heavy,-1
shrimp,snake,fast,-1
cucumber,cilantro,heavy,1
cottage,lobby,big,1
mosque,cave,big,-1
ceiling,headboard,big,1
ballroom,hall,big,1
countertop,staircase,big,-1
shoulder,stomach,big,0
campground,caf\u00e9,big,1
villa,appartment,big,1
alligator,squirrel,fast,1
canola,bean,heavy,-1
gym,pharmacy,big,1
altar,deck,big,-1
webcam,printer,heavy,-1
stepping,moving,fast,1
stomping,pushing,fast,1
peanut,fennel,heavy,-1
school,farmhouse,big,1
melon,pepper,heavy,1
swinging,posing,fast,1
owl,turtle,fast,1
headboard,bed,big,-1
insect,tiger,fast,-1
slithering,floating,fast,1
mint,coriander,heavy,0
tortoise,rhino,heavy,-1
onion,leek,heavy,1
camcorder,computer,heavy,-1
door,lamp,big,1
motorbike,rocket,fast,-1
router,adapter,heavy,1
belly,skull,big,1
spaceship,scooter,fast,1
scanner,camcorder,heavy,1
iguana,lion,fast,-1
chicory,parsley,heavy,1
telephone,adaptor,heavy,1
papaya,pistachio,heavy,1
mint,pear,heavy,-1
celery,cherry,heavy,1
adapter,antenna,heavy,-1
bunny,hippo,heavy,-1
scooting,drifting,fast,-1
spine,groin,big,1
kayak,rocket,fast,-1
muscle,heart,big,1
squid,leopard,heavy,1
cherry,parsley,heavy,1
avocado,daikon,heavy,-1
liver,elbow,big,1
villa,salon,big,1
lime,papaya,heavy,-1
spaceship,caravan,fast,1
jeep,scooter,fast,1
lettuce,arugula,heavy,1
hurrying,diving,fast,1
hip,teeth,big,1
hostel,bedroom,big,1
ear,larynx,big,1
webcam,earphone,heavy,1
butterfly,parrot,heavy,-1
chicken,frog,fast,-1
foot,palm,big,1
rabbit,skunk,heavy,-1
swinging,moving,fast,1
lip,leg,big,-1
kicking,darting,fast,-1
sanctuary,monastery,big,-1
striding,jumping,fast,-1
retina,muscle,big,-1
rover,jet,fast,-1
pickup,skiff,fast,1
side,toilet,big,1
bunny,skunk,fast,1
villa,courtyard,big,1
helicopter,sailboat,fast,1
stepping,darting,fast,-1
daikon,shallot,heavy,1
gut,perineum,big,1
tablet,webcam,heavy,1
sorghum,grape,heavy,-1
dragging,rolling,fast,-1
gliding,galloping,fast,1
gecko,gorilla,fast,1
computer,camera,heavy,1
mosque,ballroom,big,-1
torso,tract,big,-1
sorghum,sage,heavy,0
raccoon,hippo,fast,-1
bed,piano,big,1
jatropha,pepper,heavy,1
turtle,goat,fast,-1
celery,tarragon,heavy,1
scallion,pepper,heavy,1
arena,supermarket,big,1
skull,leg,big,-1
modem,microphone,heavy,0
receiver,earphone,heavy,1
moose,cattle,fast,1
appliance,earphone,heavy,1
drifting,turning,fast,1
artery,vein,big,-1
shoulder,tract,big,-1
adaptor,ssd,heavy,1
steamer,rover,fast,-1
palace,eatery,big,1
cheetah,toy,heavy,1
carrot,cantaloupe,heavy,-1
butt,foot,big,-1
grape,cane,heavy,-1
goat,chicken,heavy,1
strutting,riding,fast,-1
rushing,turning,fast,1
snake,bird,fast,-1
tummy,groin,big,1
galloping,ambling,fast,1
blueberry,leek,heavy,-1
squid,lion,heavy,1
flight,convoy,fast,1
staircase,bath,big,1
cacao,parsley,heavy,1
chicory,mustard,heavy,1
trout,iguana,heavy,0
meandering,darting,fast,-1
kidney,thigh,big,-1
sideboard,stool,big,1
scorpion,shrimp,fast,1
ambling,driving,fast,-1
chicory,parsnip,heavy,-1
nightclub,loft,big,1
cowpea,clover,heavy,1
sesame,lime,heavy,-1
watercraft,train,fast,1
saloon,courtyard,big,-1
hippo,gorilla,fast,-1
onion,cacao,heavy,-1
skunk,lemur,fast,-1
tract,throat,big,1
farmhouse,fort,big,-1
cruising,waddling,fast,1
tooth,finger,big,-1
hurtling,lunging,fast,1
shop,resort,big,-1
shrimp,owl,fast,1
cattle,shark,heavy,-1
casino,museum,big,-1
moose,duck,heavy,1
drifting,leaping,fast,1
classroom,gym,big,-1
hotel,monastery,big,-1
rover,trolley,fast,1
lung,thumb,big,1
scallion,geranium,heavy,1
thorax,tongue,big,1
pear,cane,heavy,-1
joint,retina,big,1
gliding,gallivanting,fast,1
finger,throat,big,-1
earphone,printer,heavy,-1
carrot,capsicum,heavy,1
drive,computer,heavy,-1
thumb,elbow,big,-1
trawling,whizzing,fast,-1
bat,insect,fast,1
truck,tank,fast,1
rhino,carp,heavy,1
wasabi,jicama,heavy,-1
marina,appartment,big,1
craft,train,fast,1
coriander,canola,heavy,1
crab,parrot,fast,-1
heart,ventricle,big,1
rickshaw,ambulance,fast,-1
museum,cottage,big,1
garage,mosque,big,-1
moose,cattle,heavy,-1
galloping,driving,fast,-1
trolling,dragging,fast,1
pickup,trolley,fast,1
waddling,trolling,fast,1
thigh,finger,big,1
avocado,mint,heavy,1
rhino,carp,fast,1
showroom,eatery,big,1
tower,townhouse,big,1
crib,carpet,big,-1
waddling,splashing,fast,-1
scallion,cilantro,heavy,1
snorkeling,snorkelling,fast,0
antenna,headset,heavy,1
goat,deer,fast,-1
muscle,throat,big,1
watercraft,cherokee,fast,-1
town,shrine,big,1
dill,lavender,heavy,-1
shop,condo,big,-1
vagina,rectum,big,1
microphone,printer,heavy,-1
motorhome,minivan,fast,-1
condo,theater,big,1
scanner,tablet,heavy,1
cacao,chard,heavy,1
owl,turtle,heavy,-1
poodle,sheep,fast,1
